CID,CST_KEY,BDATE,GEN
NASAW00011581,AW00011581,03-03-2045,Female
NASAW00011582,AW00011582,09-04-1974,Female
NASAW00011583,AW00011583,26-03-1971,Female
NASAW00011584,AW00011584,22-05-1971,Male
NASAW00011585,AW00011585,04-03-1976,Female
NASAW00011586,AW00011586,14-06-1971,Male
NASAW00011587,AW00011587,18-10-1975,Male
NASAW00011588,AW00011588,11-01-1970,Female
NASAW00011589,AW00011589,01-05-1975,Female
NASAW00011590,AW00011590,12-04-1980,Female
NASAW00011591,AW00011591,12-11-1968,Female
NASAW00011592,AW00011592,03-03-1984,Male
NASAW00011593,AW00011593,22-09-1982,Male
NASAW00011594,AW00011594,03-05-1985,Male
NASAW00011595,AW00011595,29-12-1984,Male
NASAW00011596,AW00011596,02-03-1969,Male
NASAW00011597,AW00011597,06-08-1983,Female
NASAW00011598,AW00011598,30-12-1983,Female
NASAW00011599,AW00011599,16-03-1983,Female
NASAW00011600,AW00011600,05-10-1982,Female
NASAW00011601,AW00011601,18-02-1983,Male
NASAW00011602,AW00011602,11-10-1982,Male
NASAW00011603,AW00011603,06-08-1982,Male
NASAW00011604,AW00011604,01-12-1982,Male
NASAW00011605,AW00011605,20-05-1982,Female
NASAW00011606,AW00011606,30-01-1986,Female
NASAW00011607,AW00011607,05-05-1986,Male
NASAW00011608,AW00011608,01-09-1981,Male
NASAW00011609,AW00011609,24-12-1981,Male
NASAW00011610,AW00011610,20-10-1980,Male
NASAW00011611,AW00011611,23-02-1985,Male
NASAW00011612,AW00011612,07-10-1985,Male
NASAW00011613,AW00011613,02-05-1981,Female
NASAW00011614,AW00011614,13-02-1981,Female
NASAW00011615,AW00011615,20-05-1981,Male
NASAW00011616,AW00011616,05-09-1980,Female
NASAW00011617,AW00011617,01-10-1964,Male
NASAW00011618,AW00011618,21-10-1964,Male
NASAW00011619,AW00011619,29-10-1978,Female
NASAW00011620,AW00011620,18-10-1978,Female
NASAW00011621,AW00011621,19-08-1978,Female
NASAW00011622,AW00011622,16-06-1979,Male
NASAW00011623,AW00011623,25-12-1978,Female
NASAW00011624,AW00011624,19-03-1984,Male
NASAW00011625,AW00011625,19-07-1978,Male
NASAW00011626,AW00011626,12-12-1978,Female
NASAW00011627,AW00011627,27-08-1978,Male
NASAW00011628,AW00011628,14-11-1977,Female
NASAW00011629,AW00011629,07-08-1976,Male
NASAW00011630,AW00011630,23-06-1977,Female
NASAW00011631,AW00011631,12-08-1976,Male
NASAW00011632,AW00011632,02-05-1982,Female
NASAW00011633,AW00011633,23-11-1977,Male
NASAW00011634,AW00011634,10-12-1977,Male
NASAW00011635,AW00011635,11-08-1983,Male
NASAW00011636,AW00011636,21-06-1978,Female
NASAW00011637,AW00011637,11-08-1983,Female
NASAW00011638,AW00011638,09-09-1977,Male
NASAW00011639,AW00011639,22-06-1978,Female
NASAW00011640,AW00011640,31-10-1975,Female
NASAW00011641,AW00011641,09-02-1976,Male
NASAW00011642,AW00011642,24-06-1976,Female
NASAW00011643,AW00011643,24-01-1976,Female
NASAW00011644,AW00011644,06-04-1975,Male
NASAW00011645,AW00011645,18-04-1975,Female
NASAW00011646,AW00011646,15-03-1980,Female
NASAW00011647,AW00011647,22-03-1975,Male
NASAW00011648,AW00011648,12-04-1980,Male
NASAW00011649,AW00011649,23-01-1980,Male
NASAW00011650,AW00011650,23-01-1975,Male
NASAW00011651,AW00011651,13-12-1982,Female
NASAW00011652,AW00011652,01-05-1982,Male
NASAW00011653,AW00011653,04-06-1982,Female
NASAW00011654,AW00011654,18-03-1977,Female
NASAW00011655,AW00011655,28-03-1982,Female
NASAW00011656,AW00011656,19-03-1977,Female
NASAW00011657,AW00011657,31-10-1976,Female
NASAW00011658,AW00011658,03-08-1985,Male
NASAW00011659,AW00011659,20-10-1974,Male
NASAW00011660,AW00011660,19-01-1980,Female
NASAW00011661,AW00011661,03-01-1981,Male
NASAW00011662,AW00011662,01-01-1976,Male
NASAW00011663,AW00011663,25-08-1975,Male
NASAW00011664,AW00011664,09-08-1975,Female
NASAW00011665,AW00011665,11-06-1976,Female
NASAW00011666,AW00011666,13-12-1981,Male
NASAW00011667,AW00011667,18-12-1972,Male
NASAW00011668,AW00011668,02-03-1984,Female
NASAW00011669,AW00011669,17-10-1978,Female
NASAW00011670,AW00011670,15-04-1973,Female
NASAW00011671,AW00011671,15-11-1971,Female
NASAW00011672,AW00011672,20-03-1972,Male
NASAW00011673,AW00011673,03-02-1977,Female
NASAW00011674,AW00011674,15-02-1972,Female
NASAW00011675,AW00011675,29-01-1977,Male
NASAW00011676,AW00011676,13-08-1971,Male
NASAW00011677,AW00011677,10-10-1980,Male
NASAW00011678,AW00011678,28-07-1974,Male
NASAW00011679,AW00011679,05-11-1974,Male
NASAW00011680,AW00011680,04-03-1975,Female
NASAW00011681,AW00011681,04-02-1975,Female
NASAW00011682,AW00011682,12-03-1980,Female
NASAW00011683,AW00011683,05-07-1974,Male
NASAW00011684,AW00011684,31-03-1971,Male
NASAW00011685,AW00011685,07-08-1970,Male
NASAW00011686,AW00011686,09-04-1976,Male
NASAW00011687,AW00011687,09-07-1976,Male
NASAW00011688,AW00011688,21-12-1976,Female
NASAW00011689,AW00011689,06-03-1971,Male
NASAW00011690,AW00011690,10-01-1976,Female
NASAW00011691,AW00011691,30-12-1974,Female
NASAW00011692,AW00011692,17-12-1969,Male
NASAW00011693,AW00011693,21-09-1975,Female
NASAW00011694,AW00011694,21-09-1969,Male
NASAW00011695,AW00011695,10-07-1969,Male
NASAW00011696,AW00011696,02-04-1975,Female
NASAW00011697,AW00011697,21-06-1975,Male
NASAW00011698,AW00011698,22-11-1975,Male
NASAW00011699,AW00011699,12-09-1968,Male
NASAW00011700,AW00011700,24-05-1969,Male
NASAW00011701,AW00011701,16-08-1985,Male
NASAW00011702,AW00011702,13-10-1974,Female
NASAW00011703,AW00011703,22-12-1973,Female
NASAW00011704,AW00011704,29-11-1973,Male
NASAW00011705,AW00011705,18-05-1979,Female
NASAW00011706,AW00011706,13-08-1968,Male
NASAW00011707,AW00011707,20-06-1969,Female
NASAW00011708,AW00011708,15-09-1974,Female
NASAW00011709,AW00011709,18-08-1968,Female
NASAW00011710,AW00011710,17-09-1967,Female
NASAW00011711,AW00011711,04-12-1973,Male
NASAW00011712,AW00011712,02-05-1968,Female
NASAW00011713,AW00011713,17-09-1967,Male
NASAW00011714,AW00011714,16-04-1968,Female
NASAW00011715,AW00011715,20-03-1968,Female
NASAW00011716,AW00011716,20-04-1967,Male
NASAW00011717,AW00011717,29-08-1972,Male
NASAW00011718,AW00011718,10-11-1972,Female
NASAW00011719,AW00011719,05-05-1971,Male
NASAW00011720,AW00011720,23-09-1965,Female
NASAW00011721,AW00011721,18-01-1971,Female
NASAW00011722,AW00011722,30-12-1965,Male
NASAW00011723,AW00011723,17-02-1973,Male
NASAW00011724,AW00011724,12-10-1972,Male
NASAW00011725,AW00011725,16-03-1973,Male
NASAW00011726,AW00011726,13-01-1973,Male
NASAW00011727,AW00011727,05-01-1973,Male
NASAW00011728,AW00011728,06-07-1965,Male
NASAW00011729,AW00011729,03-05-1971,Male
NASAW00011730,AW00011730,01-04-1966,Female
NASAW00011731,AW00011731,16-02-1966,Female
NASAW00011732,AW00011732,04-02-1970,Male
NASAW00011733,AW00011733,23-07-1970,Female
NASAW00011734,AW00011734,21-08-1970,Male
NASAW00011735,AW00011735,21-07-1964,Female
NASAW00011736,AW00011736,21-09-1970,Male
NASAW00011737,AW00011737,04-02-1970,Female
NASAW00011738,AW00011738,05-10-1970,Male
NASAW00011739,AW00011739,10-11-1964,Male
NASAW00011740,AW00011740,21-10-1964,Female
NASAW00011741,AW00011741,22-01-1965,Female
NASAW00011742,AW00011742,01-05-1964,Male
NASAW00011743,AW00011743,09-09-1974,Male
NASAW00011744,AW00011744,06-03-1964,Female
NASAW00011745,AW00011745,11-04-1964,Female
NASAW00011746,AW00011746,30-05-1964,Male
NASAW00011747,AW00011747,09-08-1963,Female
NASAW00011748,AW00011748,15-01-1964,Male
NASAW00011749,AW00011749,09-09-1980,Male
NASAW00011750,AW00011750,17-09-1984,Female
NASAW00011751,AW00011751,14-01-1976,Female
NASAW00011752,AW00011752,03-05-1981,Female
NASAW00011753,AW00011753,15-09-1975,Female
NASAW00011754,AW00011754,05-01-1976,Female
NASAW00011755,AW00011755,12-11-1973,Male
NASAW00011756,AW00011756,13-03-1974,Female
NASAW00011757,AW00011757,11-05-1979,Male
NASAW00011758,AW00011758,19-12-1979,Male
NASAW00011759,AW00011759,18-11-1980,Female
NASAW00011760,AW00011760,25-04-1973,Female
NASAW00011761,AW00011761,16-10-1972,Male
NASAW00011762,AW00011762,17-02-1984,Male
NASAW00011763,AW00011763,10-08-1972,Male
NASAW00011764,AW00011764,13-01-1973,Female
NASAW00011765,AW00011765,06-04-1983,Male
NASAW00011766,AW00011766,01-01-1972,Female
NASAW00011767,AW00011767,20-05-1977,Female
NASAW00011768,AW00011768,03-04-1983,Male
NASAW00011769,AW00011769,14-02-1979,Female
NASAW00011770,AW00011770,20-02-1979,Male
NASAW00011771,AW00011771,07-04-1979,Male
NASAW00011772,AW00011772,21-01-1984,Male
NASAW00011773,AW00011773,03-01-1979,Male
NASAW00011774,AW00011774,10-10-1978,Female
NASAW00011775,AW00011775,22-11-2050,Female
NASAW00011776,AW00011776,31-12-1978,Male
NASAW00011777,AW00011777,21-01-1978,Female
NASAW00011778,AW00011778,17-09-1976,Female
NASAW00011779,AW00011779,15-01-1977,Female
NASAW00011780,AW00011780,19-05-1977,Female
NASAW00011781,AW00011781,06-09-1976,Male
NASAW00011782,AW00011782,13-03-1982,Female
NASAW00011783,AW00011783,13-11-1982,Female
NASAW00011784,AW00011784,18-06-1978,Male
NASAW00011785,AW00011785,21-02-1983,Male
NASAW00011786,AW00011786,13-03-1978,Male
NASAW00011787,AW00011787,05-03-1978,Male
NASAW00011788,AW00011788,18-08-1977,Female
NASAW00011789,AW00011789,16-02-1981,Female
NASAW00011790,AW00011790,17-05-1981,Male
NASAW00011791,AW00011791,19-10-1975,Male
NASAW00011792,AW00011792,24-11-1974,Female
NASAW00011793,AW00011793,16-03-1980,Male
NASAW00011794,AW00011794,01-05-1975,Female
NASAW00011795,AW00011795,15-08-1974,Female
NASAW00011796,AW00011796,03-08-1985,Female
NASAW00011797,AW00011797,03-03-1980,Male
NASAW00011798,AW00011798,12-08-1974,Male
NASAW00011799,AW00011799,09-09-1980,Male
NASAW00011800,AW00011800,07-05-1975,Female
NASAW00011801,AW00011801,16-03-1975,Male
NASAW00011802,AW00011802,05-02-1977,Female
NASAW00011803,AW00011803,11-03-1977,Female
NASAW00011804,AW00011804,15-10-1976,Female
NASAW00011805,AW00011805,08-09-1976,Male
NASAW00011806,AW00011806,06-08-1982,Female
NASAW00011807,AW00011807,03-03-1977,Male
NASAW00011808,AW00011808,10-10-1974,Male
NASAW00011809,AW00011809,01-07-1973,Male
NASAW00011810,AW00011810,03-01-1978,Male
NASAW00011811,AW00011811,11-06-1978,Female
NASAW00011812,AW00011812,21-03-1973,Male
NASAW00011813,AW00011813,11-05-1973,Female
NASAW00011814,AW00011814,05-01-1976,Male
NASAW00011815,AW00011815,20-04-1981,Female
NASAW00011816,AW00011816,19-10-1981,Male
NASAW00011817,AW00011817,23-11-1981,Female
NASAW00011818,AW00011818,20-10-1975,Male
NASAW00011819,AW00011819,08-04-1973,Male
NASAW00011820,AW00011820,22-08-1977,Female
NASAW00011821,AW00011821,13-10-1971,Male
NASAW00011822,AW00011822,11-12-1971,Female
NASAW00011823,AW00011823,20-10-1977,Female
NASAW00011824,AW00011824,03-10-1977,Female
NASAW00011825,AW00011825,15-11-1971,Female
NASAW00011826,AW00011826,15-08-1971,Female
NASAW00011827,AW00011827,16-09-1980,Female
NASAW00011828,AW00011828,04-06-1980,Female
NASAW00011829,AW00011829,02-05-1975,Female
NASAW00011830,AW00011830,15-07-1974,Female
NASAW00011831,AW00011831,24-05-1975,Male
NASAW00011832,AW00011832,01-04-1976,Female
NASAW00011833,AW00011833,16-01-1982,Male
NASAW00011834,AW00011834,20-04-1982,M
NASAW00011835,AW00011835,17-12-1970,Male
NASAW00011836,AW00011836,25-10-1970,M
NASAW00011837,AW00011837,05-08-1976,F
NASAW00011838,AW00011838,09-08-1970,Male
NASAW00011839,AW00011839,21-07-1976,Male
NASAW00011840,AW00011840,13-05-1976,Male
NASAW00011841,AW00011841,13-09-1969,Male
NASAW00011842,AW00011842,03-04-1970,Male
NASAW00011843,AW00011843,08-11-1975,Female
NASAW00011844,AW00011844,06-10-1969,Female
NASAW00011845,AW00011845,15-02-1930,Female
NASAW00011846,AW00011846,13-12-1969,Female
NASAW00011847,AW00011847,31-05-1970,Female
NASAW00011848,AW00011848,24-02-1975,Male
NASAW00011849,AW00011849,13-03-1970,Female
NASAW00011850,AW00011850,16-09-1980,Female
NASAW00011851,AW00011851,07-03-1969,Female
NASAW00011852,AW00011852,23-04-1969,Male
NASAW00011853,AW00011853,15-11-1979,Female
NASAW00011854,AW00011854,16-10-1973,Male
NASAW00011855,AW00011855,09-08-1974,Male
NASAW00011856,AW00011856,13-02-1969,Male
NASAW00011857,AW00011857,08-03-1974,Female
NASAW00011858,AW00011858,05-06-1968,Male
NASAW00011859,AW00011859,08-03-1968,Male
NASAW00011860,AW00011860,09-07-1967,Female
NASAW00011861,AW00011861,22-10-1967,Female
NASAW00011862,AW00011862,11-09-1972,Female
NASAW00011863,AW00011863,10-04-1967,Female
NASAW00011864,AW00011864,06-03-1967,Female
NASAW00011865,AW00011865,06-08-1966,Female
NASAW00011866,AW00011866,30-12-1966,Male
NASAW00011867,AW00011867,21-04-1971,Male
NASAW00011868,AW00011868,31-01-1973,Female
NASAW00011869,AW00011869,01-05-1984,Female
NASAW00011870,AW00011870,10-07-1978,Female
NASAW00011871,AW00011871,12-08-1978,Male
NASAW00011872,AW00011872,17-07-1978,Female
NASAW00011873,AW00011873,09-10-1972,Male
NASAW00011874,AW00011874,06-03-1978,Male
NASAW00011875,AW00011875,31-01-1966,Male
NASAW00011876,AW00011876,13-05-1966,Female
NASAW00011877,AW00011877,06-04-1966,Female
NASAW00011878,AW00011878,04-02-1971,Female
NASAW00011879,AW00011879,30-09-1971,Male
NASAW00011880,AW00011880,16-02-1965,Female
NASAW00011881,AW00011881,20-01-1965,Male
NASAW00011882,AW00011882,05-09-1975,Male
NASAW00011883,AW00011883,10-02-1965,Female
NASAW00011884,AW00011884,22-04-1970,Female
NASAW00011885,AW00011885,21-09-1970,Male
NASAW00011886,AW00011886,20-07-1963,Female
NASAW00011887,AW00011887,03-10-1963,Male
NASAW00011888,AW00011888,18-12-1969,Male
NASAW00011889,AW00011889,25-11-1963,Male
NASAW00011890,AW00011890,14-05-1964,Female
NASAW00011891,AW00011891,13-09-1969,Female
NASAW00011892,AW00011892,07-04-1975,Male
NASAW00011893,AW00011893,09-08-1974,Male
NASAW00011894,AW00011894,30-04-1980,Female
NASAW00011895,AW00011895,18-01-1975,Male
NASAW00011896,AW00011896,18-05-1975,Male
NASAW00011897,AW00011897,28-05-1974,Male
NASAW00011898,AW00011898,31-12-1975,Female
NASAW00011899,AW00011899,15-03-1976,Female
NASAW00011900,AW00011900,03-03-1981,Male
NASAW00011901,AW00011901,18-08-1973,Female
NASAW00011902,AW00011902,14-09-1972,Male
NASAW00011903,AW00011903,21-10-1985,Female
NASAW00011904,AW00011904,05-05-1986,Female
NASAW00011905,AW00011905,14-12-1974,Male
NASAW00011906,AW00011906,17-08-1972,Female
NASAW00011907,AW00011907,07-03-1973,Female
NASAW00011908,AW00011908,08-01-1972,Male
NASAW00011909,AW00011909,10-08-1971,Female
NASAW00011910,AW00011910,10-12-1971,Female
NASAW00011911,AW00011911,15-05-1972,Female
NASAW00011912,AW00011912,16-06-2066,Female
NASAW00011913,AW00011913,09-12-1970,Female
NASAW00011914,AW00011914,05-05-1979,Female
NASAW00011915,AW00011915,13-09-9999,Male
NASAW00011916,AW00011916,03-09-1976,Male
NASAW00011917,AW00011917,21-04-1971,Male
NASAW00011918,AW00011918,31-08-1969,Female
NASAW00011919,AW00011919,17-08-1969,Male
NASAW00011920,AW00011920,24-02-1975,Female
NASAW00011921,AW00011921,22-06-1970,Male
NASAW00011922,AW00011922,13-02-1985,Male
NASAW00011923,AW00011923,21-04-1985,Female
NASAW00011924,AW00011924,23-04-1985,Male
NASAW00011925,AW00011925,05-05-1984,Female
NASAW00011926,AW00011926,15-09-1983,Male
NASAW00011927,AW00011927,21-01-1984,Female
NASAW00011928,AW00011928,06-03-1984,Female
NASAW00011929,AW00011929,08-08-1962,Female
NASAW00011930,AW00011930,31-10-1952,Female
NASAW00011931,AW00011931,12-05-1984,Male
NASAW00011932,AW00011932,08-02-1984,Female
NASAW00011933,AW00011933,01-09-1982,Male
NASAW00011934,AW00011934,13-04-1983,Male
NASAW00011935,AW00011935,19-05-1983,Female
NASAW00011936,AW00011936,09-10-1982,Male
NASAW00011937,AW00011937,03-12-1982,Male
NASAW00011938,AW00011938,21-03-1983,Male
NASAW00011939,AW00011939,20-12-1982,Male
NASAW00011940,AW00011940,09-01-1983,Male
NASAW00011941,AW00011941,26-05-1982,Male
NASAW00011942,AW00011942,11-12-1954,Male
NASAW00011943,AW00011943,27-08-1954,Female
NASAW00011944,AW00011944,13-04-1956,Female
NASAW00011945,AW00011945,11-03-1986,Male
NASAW00011946,AW00011946,02-07-1956,Female
NASAW00011947,AW00011947,20-04-1957,Female
NASAW00011948,AW00011948,07-10-1956,Female
NASAW00011949,AW00011949,05-05-1986,Female
NASAW00011950,AW00011950,09-03-1985,Female
NASAW00011951,AW00011951,03-02-1958,Female
NASAW00011952,AW00011952,22-03-1960,Male
NASAW00011953,AW00011953,03-03-1981,Female
NASAW00011954,AW00011954,13-02-1981,Male
NASAW00011955,AW00011955,02-10-1980,Male
NASAW00011956,AW00011956,30-08-1985,Female
NASAW00011957,AW00011957,09-02-1979,Female
NASAW00011958,AW00011958,06-07-1978,Male
NASAW00011959,AW00011959,05-10-1978,Female
NASAW00011960,AW00011960,31-12-1978,Female
NASAW00011961,AW00011961,22-12-1978,Female
NASAW00011962,AW00011962,28-05-1982,Female
NASAW00011963,AW00011963,10-12-1960,Male
NASAW00011964,AW00011964,13-02-1967,Male
NASAW00011965,AW00011965,18-04-1962,Female
NASAW00011966,AW00011966,13-02-1967,Male
NASAW00011967,AW00011967,10-08-1962,Female
NASAW00011968,AW00011968,19-04-1964,Female
NASAW00011969,AW00011969,22-01-1964,Male
NASAW00011970,AW00011970,12-11-1984,Female
NASAW00011971,AW00011971,03-03-1979,Female
NASAW00011972,AW00011972,20-09-1979,Female
NASAW00011973,AW00011973,03-08-1979,Female
NASAW00011974,AW00011974,07-08-1979,Male
NASAW00011975,AW00011975,02-04-1980,Female
NASAW00011976,AW00011976,22-05-1970,Female
NASAW00011977,AW00011977,19-11-1964,Female
NASAW00011978,AW00011978,18-10-1977,Male
NASAW00011979,AW00011979,05-11-1962,Male
NASAW00011980,AW00011980,17-06-1963,Female
NASAW00011981,AW00011981,03-08-1962,Female
NASAW00011982,AW00011982,02-10-1962,Female
NASAW00011983,AW00011983,24-02-1968,Female
NASAW00011984,AW00011984,04-12-1962,Male
NASAW00011985,AW00011985,18-05-1963,Female
NASAW00011986,AW00011986,20-01-1969,Male
NASAW00011987,AW00011987,26-05-1973,Female
NASAW00011988,AW00011988,17-02-1968,Female
NASAW00011989,AW00011989,20-03-1984,Female
NASAW00011990,AW00011990,12-01-1968,Female
NASAW00011991,AW00011991,07-02-1968,Male
NASAW00011992,AW00011992,09-06-1972,Female
NASAW00011993,AW00011993,12-09-1977,Female
NASAW00011994,AW00011994,18-10-1977,Female
NASAW00011995,AW00011995,12-12-1965,Male
NASAW00011996,AW00011996,30-01-1966,Female
NASAW00011997,AW00011997,04-04-1971,Female
NASAW00011998,AW00011998,07-02-1966,Female
NASAW00011999,AW00011999,03-12-1965,Male
NASAW00012000,AW00012000,09-09-1970,Female
NASAW00012001,AW00012001,30-12-1981,Female
NASAW00012002,AW00012002,05-08-1969,Female
NASAW00012003,AW00012003,04-09-1979,Female
NASAW00012004,AW00012004,16-12-1974,Male
NASAW00012005,AW00012005,13-07-1973,Male
NASAW00012006,AW00012006,12-03-1973,Male
NASAW00012007,AW00012007,23-01-1967,Female
NASAW00012008,AW00012008,19-02-1967,Female
NASAW00012009,AW00012009,31-01-1963,Female
NASAW00012010,AW00012010,26-08-1962,Male
NASAW00012011,AW00012011,16-08-1940,Female
NASAW00012012,AW00012012,19-10-1971,Female
NASAW00012013,AW00012013,04-09-1958,Female
NASAW00012014,AW00012014,09-08-1954,Male
NASAW00012015,AW00012015,06-01-1982,Male
NASAW00012016,AW00012016,11-06-1981,Female
NASAW00012017,AW00012017,26-04-1982,Male
NASAW00012018,AW00012018,30-01-1986,Male
NASAW00012019,AW00012019,13-05-1986,Female
NASAW00012020,AW00012020,13-03-1985,Female
NASAW00012021,AW00012021,13-08-1951,Female
NASAW00012022,AW00012022,22-05-1986,Male
NASAW00012023,AW00012023,05-01-1984,Male
NASAW00012024,AW00012024,24-12-1983,Male
NASAW00012025,AW00012025,16-12-1983,Male
NASAW00012026,AW00012026,14-01-1984,Male
NASAW00012027,AW00012027,24-04-1984,Female
NASAW00012028,AW00012028,11-05-1983,Female
NASAW00012029,AW00012029,15-04-1983,Male
NASAW00012030,AW00012030,05-08-1982,Female
NASAW00012031,AW00012031,17-04-1985,Male
NASAW00012032,AW00012032,22-11-1984,Male
NASAW00012033,AW00012033,29-10-1984,Female
NASAW00012034,AW00012034,11-09-1946,Male
NASAW00012035,AW00012035,20-12-1946,Male
NASAW00012036,AW00012036,06-08-1946,Female
NASAW00012037,AW00012037,13-03-1949,Female
NASAW00012038,AW00012038,06-02-1949,Male
NASAW00012039,AW00012039,12-08-1948,Male
NASAW00012040,AW00012040,15-02-1982,Male
NASAW00012041,AW00012041,03-06-1986,Male
NASAW00012042,AW00012042,26-03-1981,Male
NASAW00012043,AW00012043,20-03-1980,Male
NASAW00012044,AW00012044,24-11-1979,Female
NASAW00012045,AW00012045,23-12-1979,Male
